vmid,cpu,mem,at,lt
16200,1,1,435637.0,599.1379980801137
16201,1,2,435649.0,3556.02579314288
16202,1,2,435649.0,3607.6721744877095
16203,1,2,435649.0,3911.219036899215
16204,1,2,435649.0,3780.5416107843375
16205,1,2,435649.0,4051.7204592889398
16206,1,2,435649.0,13206.487833453302
16207,1,2,435649.0,3659.6312942769287
16208,1,2,435649.0,6932.616547363774
16209,1,2,435649.0,3929.993396727926
16210,1,2,435649.0,3990.0180100244897
16211,1,2,435649.0,2693.236594170996
16212,1,2,435649.0,3797.022933631385
16213,1,2,435649.0,6740.779343996664
16214,1,2,435649.0,3682.1024970835256
16215,1,2,435649.0,11786.575767301016
16216,1,2,435649.0,12370.881043581792
16217,1,2,435649.0,12109.313631595494
16218,1,2,435649.0,18819.054706486822
16219,1,2,435649.0,12619.31043734092
16220,1,2,435649.0,3942.509218120323
16221,1,2,435674.0,3335.324008892661
16222,1,2,435675.0,3648.6823748958604
16223,1,2,435675.0,3747.1574342404724
16224,4,16,435683.0,6423.037873882022
16225,1,2,435727.0,13544.018164800336
16226,4,16,435763.0,6078.32093217629
16227,2,4,435824.0,3275.397235910133
16228,1,2,435838.0,78818.43668807854
16229,1,2,435838.0,53435.052817298754
16230,1,2,435838.0,76563.42777652931
16231,1,2,435889.0,372.4458263060948
16232,1,2,435925.0,12041.91902157377
16233,1,2,435925.0,6980.104995147509
16234,1,2,435925.0,9151.767026439242
16235,1,2,435925.0,13643.116851835519
16236,1,2,435925.0,3301.2870399694757
16237,1,2,435925.0,3616.109059302047
16238,1,2,435925.0,13026.088703787165
16239,1,2,435925.0,3656.863927969741
16240,1,2,435925.0,25652.67166816815
16241,1,2,435925.0,3694.304077528424
16242,1,2,435925.0,3337.7303966898853
16243,1,2,435925.0,18487.282565830763
16244,1,2,435925.0,13999.134577967596
16245,1,2,435926.0,11793.448024797852
16246,1,2,435926.0,3325.29705111475
16247,1,2,435926.0,7434.938346132494
16248,1,2,435926.0,4253.256578792275
16249,1,2,435926.0,20077.77752510325
16250,1,2,435926.0,6434.450479777006
16251,1,2,435926.0,6360.163219699839
16252,1,2,435941.0,2705.601072610966
16253,1,2,435941.0,2870.1216555332744
16254,1,2,435941.0,2784.558608942129
16255,1,2,435941.0,3315.252608614271
16256,1,2,435941.0,2720.6680765543783
16257,1,2,435941.0,3479.1238724941363
16258,1,2,435941.0,3519.3691689500624
16259,1,2,435941.0,2777.0781782186223
16260,1,2,435941.0,3519.270500983132
16261,1,2,435941.0,11490.984236932944
16262,1,2,435941.0,2697.6230942472025
16263,1,2,435941.0,2768.6390764440093
16264,1,2,435985.0,14749.223771049392
16265,1,2,435985.0,14821.172306078573
16266,1,2,435985.0,17662.45122301534
16267,1,2,435985.0,14715.024911341545
16268,1,2,435985.0,14952.680808791198
16269,1,2,435985.0,12817.207822069262
16270,1,2,435985.0,31848.7531369236
16271,1,2,435985.0,15894.980224014664
16272,1,2,435985.0,14612.905497440195
16273,1,2,435986.0,7230.207400057029
16274,1,2,435986.0,14743.82175142435
16275,2,4,436053.0,56.62590578230186
16276,1,2,436119.0,52460.19522287579
16277,1,2,436119.0,51753.64535178999
16278,1,2,436120.0,81566.0064172739
16279,1,2,436120.0,77135.14562541139
16280,1,2,436120.0,75630.00123298635
16281,1,2,436120.0,79457.27536826102
16282,1,2,436206.0,12297.394152900335
16283,1,2,436206.0,2984.1454343332944
16284,1,2,436206.0,8814.340921748477
16285,1,2,436207.0,3463.547979197519
16286,1,2,436207.0,11585.756564381225
16287,1,2,436207.0,18449.56015112126
16288,1,2,436207.0,3121.081748626291
16289,1,2,436207.0,3054.8375803218505
16290,1,2,436207.0,16350.58917112551
16291,1,2,436207.0,29508.355603298653
16292,1,2,436207.0,17756.304070392856
16293,1,2,436207.0,11596.501615669858
16294,1,2,436207.0,7024.084271386951
16295,1,2,436207.0,3465.9004630351596
16296,1,2,436207.0,11537.509172736143
16297,1,2,436207.0,2992.2475774021523
16298,1,2,436207.0,3075.170015697316
16299,1,2,436207.0,3347.7950461192
16300,1,2,436207.0,11597.444012804655
16301,1,2,436207.0,3394.5466154497585
16302,1,2,436270.0,14998.076559762458
16303,1,2,436270.0,14324.46196896076
16304,1,2,436270.0,10927.41954950381
16305,1,2,436270.0,14345.539013387364
16306,1,2,436270.0,12461.358614468398
16307,1,2,436270.0,10929.056269220815
16308,1,2,436270.0,14490.372308462232
16309,1,2,436270.0,11207.387341111938
16310,1,2,436270.0,11350.176125074528
16311,1,2,436270.0,11151.230936299286
16312,1,2,436270.0,14271.386290521761
16313,1,2,436270.0,14364.66043329982
16314,1,2,436270.0,11579.576789435177
16315,1,2,436270.0,10533.586047222674
16316,1,1,436274.0,2072.4514855622224
16317,1,2,436288.0,43901.70749073054
16318,1,2,436288.0,13144.316736304072
16319,1,2,436288.0,46120.3952397758
16320,1,2,436288.0,13235.95237800612
16321,4,8,436347.0,59.27436684904829
16322,1,2,436381.0,53074.108616218786
16323,1,2,436381.0,75979.49636799436
16324,1,2,436382.0,79506.65643235206
16325,1,2,436429.0,3987.2437757019406
16326,4,8,436493.0,2387.4766953445637
16327,4,8,436493.0,2369.076133921818
16328,4,8,436493.0,2375.615729801089
16329,4,8,436493.0,2498.3018946949114
16330,4,8,436493.0,2357.4011826810324
16331,4,8,436493.0,2337.268555113604
16332,4,8,436493.0,2352.287032647193
16333,4,8,436493.0,2344.675548349348
16334,4,8,436493.0,2348.6725510978217
16335,4,8,436493.0,2375.1945651686437
16336,4,8,436502.0,5718.969647836362
16337,1,2,436536.0,13238.56336090276
16338,1,2,436536.0,51221.29264333951
16339,1,2,436536.0,56473.260998425976
16340,1,2,436536.0,13409.661323461736
16341,4,16,436618.0,386.6161321276542
16342,4,8,436652.0,60.188266596869155
16343,4,16,436654.0,61.288382383838936
16344,1,2,436766.0,13405.272407423712
16345,1,2,436766.0,12788.166614970163
16346,1,2,436767.0,47427.29977187783
16347,1,2,436782.0,7606.895167391212
16348,1,2,436782.0,3799.7496482246534
16349,1,2,436782.0,3890.945852701699
16350,1,2,436782.0,14292.882347256758
16351,1,2,436782.0,2902.3658439578253
16352,1,2,436782.0,14546.594579400988
16353,1,2,436782.0,14325.750892444496
16354,1,2,436782.0,2760.9823751513245
16355,1,2,436782.0,3865.2238942432436
16356,1,2,436782.0,3517.6015341111083
16357,1,2,436782.0,6994.599642568968
16358,1,2,436782.0,3678.300847855705
16359,1,2,436782.0,14474.547814056412
16360,1,2,436782.0,3844.3387279322023
16361,1,2,436782.0,7753.6239756072555
16362,1,2,436782.0,4006.794801178393
16363,1,2,436782.0,3750.1676020828436
16364,1,2,436783.0,2813.310732171384
16365,1,2,436783.0,3672.653073778921
16366,1,2,436783.0,7225.075722071356
16367,1,2,436793.0,2719.6443613926667
16368,2,4,436808.0,3077.878773974116
16369,2,4,436808.0,3139.586022431565
16370,2,4,436808.0,3044.592614663052
16371,2,4,436808.0,3019.6654242018612
16372,2,4,436808.0,3395.4551423593484
16373,2,4,436808.0,3018.1378618126296
16374,2,4,436808.0,3043.4284108268557
16375,2,4,436808.0,2985.340664437999
16376,2,4,436809.0,3028.6935676580047
16377,2,4,436809.0,3047.122301392924
16378,2,4,436809.0,3011.242131230532
16379,2,4,436809.0,3008.5295926775416
16380,2,4,436809.0,3070.2540779998662
16381,2,4,436809.0,2964.3957299061585
16382,2,4,436809.0,2999.156397252929
16383,2,4,436809.0,2985.562286802636
16384,2,4,436809.0,3027.0602372782655
16385,2,4,436809.0,3042.3358963512587
16386,2,4,436809.0,2965.7183201736584
16387,2,4,436809.0,3007.1042937855973
16388,2,4,436809.0,3153.97690711313
16389,2,4,436809.0,3231.8494490121548
16390,2,4,436809.0,2975.121162492189
16391,2,4,436809.0,3044.2598623439435
16392,2,4,436809.0,3175.1821670538798
16393,2,4,436809.0,3237.1116917140907
16394,2,4,436809.0,2988.580261702879
16395,2,4,436809.0,2992.5712891899325
16396,2,4,436809.0,3254.4346765825335
16397,2,4,436809.0,3093.6905167910377
16398,2,4,436809.0,2986.325938033745
16399,2,4,436809.0,3197.277380305899
16400,2,4,436809.0,3122.663430293693
16401,2,4,436809.0,3055.848418362887
16402,2,4,436809.0,3160.752212267388
16403,2,4,436809.0,3012.0784351093125
16404,2,4,436809.0,3579.762817120846
16405,2,4,436809.0,2983.0550261770722
16406,2,4,436809.0,2976.0063654144546
16407,2,4,436809.0,2985.05012829049
16408,1,2,436823.0,2889.3640558509537
16409,1,2,436823.0,2802.427364613924
16410,1,2,436833.0,3122.236901467963
16411,1,2,436833.0,2747.2439375999
16412,2,4,436834.0,368.24780213983837
16413,1,2,436834.0,3529.3454202178077
16414,1,2,436834.0,3516.298548951093
16415,1,2,436834.0,3196.792620399532
16416,1,2,436834.0,3137.9359380561827
16417,1,2,436834.0,2788.7214551204706
16418,1,2,436834.0,2754.474411334494
16419,2,4,436834.0,381.50287738686274
16420,1,2,436834.0,3116.767194079455
16421,1,2,436834.0,3303.817509476785
16422,1,2,436834.0,2760.9258637581934
16423,1,2,436834.0,2770.2736598335837
16424,1,2,436834.0,3752.773176686805
16425,1,2,436834.0,3617.9024825107945
16426,1,2,436834.0,2811.0380902398656
16427,1,2,436834.0,2824.127492860524
16428,1,2,436834.0,2913.9310876266313
16429,1,2,436834.0,3340.9899132835503
16430,1,2,436834.0,2819.5047691255645
16431,2,4,436835.0,352.4660213429788
16432,2,4,436835.0,349.47179014701237
16433,1,2,436835.0,3257.0098420381732
16434,1,2,436854.0,2580.4303556859186
16435,1,2,436854.0,2772.804659673243
16436,1,2,436854.0,2877.049636711991
16437,1,2,436854.0,3167.301625558365
16438,1,2,436854.0,2840.502401047353
16439,1,2,436854.0,2818.083606735707
16440,1,2,436854.0,18092.141483063977
16441,1,2,436854.0,2762.517476032851
16442,1,2,436854.0,2779.949852787202
16443,1,2,436854.0,2775.1710803689884
16444,1,2,436854.0,2511.745209009222
16445,1,2,436854.0,2764.124050101538
16446,1,2,436854.0,2754.323001763233
16447,1,2,436854.0,2802.851594493739
16448,1,2,436854.0,2820.1024613193745
16449,1,2,436854.0,3622.2013189730474
16450,1,2,436855.0,2778.9732548087454
16451,1,2,436855.0,2789.522470911357
16452,1,2,436855.0,2759.83856221706
16453,1,2,436855.0,3633.491420153777
16454,4,16,436905.0,85.7470973601637
16455,1,2,436951.0,62.64792985155457
16456,1,2,437012.0,12680.256449806355
16457,1,2,437012.0,5381.643330018462
16458,1,2,437012.0,5066.898059671239
16459,1,2,437012.0,12716.790422340147
16460,1,2,437071.0,2671.1723610177596
16461,1,2,437071.0,2665.99913990529
16462,1,2,437071.0,2729.148007700387
16463,1,2,437071.0,2697.9747289224943
16464,1,2,437071.0,2658.960417503372
16465,1,2,437072.0,2750.684638880926
16466,1,2,437072.0,2781.7371090915226
16467,1,2,437072.0,2691.6825734470885
16468,1,2,437072.0,2662.630669919151
16469,1,2,437072.0,2731.954540184799
16470,1,2,437072.0,2724.2081095717754
16471,1,2,437072.0,2746.6521799440175
16472,1,2,437072.0,2784.022463679293
16473,1,2,437072.0,2974.8325768829054
16474,1,2,437072.0,2992.031692882914
16475,1,2,437072.0,2766.511457310276
16476,1,2,437072.0,2734.679784714946
16477,1,2,437072.0,2687.732817667318
16478,1,2,437072.0,2729.49984275092
16479,1,2,437072.0,2668.5032708258623
16480,1,2,437112.0,2469.8489626091355
16481,1,2,437113.0,2505.1173884502114
16482,1,2,437113.0,3706.5606503101903
16483,1,2,437113.0,2470.9781875072204
16484,1,2,437113.0,2608.049008736352
16485,1,2,437113.0,2521.865988321855
16486,1,2,437113.0,3234.8028744414614
16487,1,2,437113.0,2553.5090974638074
16488,1,2,437113.0,3690.870448715979
16489,1,2,437113.0,2742.194420765917
16490,1,2,437113.0,2544.08095255169
16491,1,2,437113.0,2501.326430628556
16492,1,2,437113.0,2538.3582531471284
16493,1,2,437113.0,3769.304199394074
16494,1,2,437113.0,3687.872239134961
16495,4,8,437252.0,57.97251247122334
16496,1,2,437285.0,5148.209338066165
16497,1,2,437285.0,4619.651958933976
16498,1,2,437285.0,6353.211983863437
16499,1,2,437285.0,12081.660447247386
16500,1,2,437285.0,4650.294005602904
16501,1,2,437285.0,5487.190067389754
16502,1,2,437285.0,4864.9486719710885
16503,1,2,437285.0,25431.803820937068
16504,1,2,437285.0,5268.151725950949
16505,1,2,437285.0,15233.093704889918
16506,1,2,437285.0,12351.055674171601
16507,1,2,437285.0,12308.806256840477
16508,1,2,437285.0,13297.435958805976
16509,1,2,437285.0,8284.704019415873
16510,1,2,437285.0,4668.50016455927
16511,1,2,437285.0,12149.517159280644
16512,1,2,437285.0,12850.197340207089
16513,1,2,437286.0,7936.987143705794
16514,1,2,437286.0,12078.91631738748
16515,2,4,437297.0,2904.6856984117235
16516,2,4,437297.0,4108.238592235032
16517,2,4,437297.0,2537.881166160216
16518,2,4,437297.0,4377.2515228611455
16519,1,2,437335.0,2419.316154458724
16520,1,2,437335.0,7465.645614082197
16521,1,2,437335.0,2433.398672851445
16522,1,2,437335.0,6912.3194661787065
16523,1,2,437335.0,2439.7271533841586
16524,1,2,437335.0,14093.167328496453
16525,1,2,437335.0,2404.6919285685763
16526,1,2,437335.0,2445.725859098746
16527,1,2,437335.0,6604.146607225086
16528,1,2,437335.0,8665.772729041233
16529,1,2,437336.0,2407.274207291027
16530,1,2,437336.0,2404.4463533192584
16531,1,2,437336.0,2467.433248167849
16532,2,4,437425.0,1363.6923893648102
16533,1,4,437426.0,2518.0472238721686
16534,2,4,437523.0,1582.1679377268704
16535,1,2,437540.0,12098.684861786542
16536,1,2,437540.0,11945.64240121578
16537,1,2,437540.0,12044.00640064704
16538,1,2,437540.0,4515.11019907761
16539,1,2,437540.0,4545.6354005470685
16540,1,2,437540.0,3332.9971827603736
16541,1,2,437540.0,4018.9854445712645
16542,1,2,437540.0,12388.925828182037
16543,1,2,437540.0,12087.198962739349
16544,1,2,437540.0,13671.75453766951
16545,1,2,437540.0,11857.43753691286
16546,1,2,437540.0,4371.625651865663
16547,1,2,437540.0,6074.673813535106
16548,1,2,437540.0,4352.864599862211
16549,1,2,437540.0,5064.140911897749
16550,1,2,437540.0,6178.275353865346
16551,1,2,437540.0,12735.286494000546
16552,2,4,437546.0,1143.4837851840475
16553,16,32,437552.0,60.27259091022153
16554,1,2,437585.0,6794.679061854678
16555,1,2,437707.0,2586.0768929591277
16556,1,2,437707.0,2790.142029850665
16557,1,2,437707.0,2585.5789817925242
16558,1,2,437707.0,2750.297752072345
16559,1,2,437707.0,2658.14247903511
16560,1,2,437708.0,2657.6168756879015
16561,1,2,437708.0,2854.716514595357
16562,1,2,437708.0,2848.055037979235
16563,1,2,437708.0,2585.0009825562365
16564,1,2,437708.0,2564.537669411494
16565,1,2,437708.0,2574.3546762015244
16566,1,2,437708.0,2668.2578426909345
16567,1,2,437708.0,2575.054449336762
16568,1,2,437708.0,2597.9636414534425
16569,1,2,437708.0,2935.345179612345
16570,1,2,437708.0,2625.4081505604777
16571,1,2,437783.0,4775.163722434045
16572,1,2,437783.0,8254.83227567074
16573,1,2,437783.0,8312.85328687909
16574,1,2,437783.0,11007.025172716185
16575,1,2,437783.0,4815.37211384923
16576,1,2,437783.0,8117.110471116425
16577,1,2,437783.0,28085.681423774764
16578,1,2,437783.0,5087.519813975682
16579,1,2,437783.0,4752.8061083414495
16580,1,1,437826.0,2168.299607067595
16581,1,1,437849.0,62.75367191703395
16582,4,8,437935.0,401.08766148397024
16583,4,8,437968.0,162.009260643203
16584,2,4,437969.0,197.88650976967094
16585,2,4,437971.0,528.1721492213959
16586,2,4,437971.0,532.5303384717
16587,1,1,438046.0,42481.000802080576
16588,2,4,438146.0,37.73719125219481
16589,4,8,438159.0,20441.37206629323
16590,2,4,438194.0,35.798826871414
16591,2,4,438197.0,6004.40555462275
16592,2,4,438236.0,187.0561762544386
16593,4,8,438249.0,1512.047581740739
16594,4,8,438249.0,1513.8357432295136
16595,4,8,438249.0,1542.4953945717966
16596,4,8,438249.0,1514.3658471879157
16597,4,8,438249.0,1520.07306095336
16598,4,8,438249.0,1503.4922108606158
16599,4,8,438249.0,1581.8859283124277
16600,4,8,438249.0,1530.8667630241341
16601,4,8,438249.0,1546.4787724243422
16602,4,8,438249.0,1512.3236111128888
16603,4,8,438249.0,1538.6222089928483
16604,4,8,438249.0,1506.9877095958525
16605,4,8,438249.0,1599.3699940571605
16606,4,8,438249.0,1542.8564945604512
16607,4,8,438249.0,1531.4964844801048
16608,4,8,438249.0,1532.011842417784
16609,4,8,438249.0,1586.9551654183704
16610,4,8,438249.0,1528.982443145417
16611,4,8,438249.0,1520.228424404152
16612,4,8,438249.0,1542.7854471941757
16613,4,8,438249.0,1666.06241078671
16614,4,8,438249.0,1567.660727201042
16615,4,8,438249.0,1512.7731345463094
16616,4,8,438249.0,1518.3932059179494
16617,4,8,438249.0,1537.943737982301
16618,4,8,438249.0,1565.8735605414156
16619,4,8,438249.0,1592.0041313603913
16620,4,8,438250.0,1525.9539546501069
16621,4,8,438250.0,1541.2917989462449
16622,4,8,438250.0,1499.2303239011312
16623,4,8,438250.0,1496.0413363206014
16624,4,8,438250.0,1558.3582913378136
16625,4,8,438250.0,1538.2805994865803
16626,4,8,438250.0,1524.6351150495716
16627,4,8,438250.0,1496.0382878393514
16628,4,8,438250.0,1527.7381865278658
16629,4,8,438250.0,1544.5787871627906
16630,4,8,438250.0,1546.1254497292437
16631,4,8,438251.0,1541.6396650260867
16632,4,8,438251.0,1531.5540386339626
16633,2,4,438344.0,70.69512422944719
16634,1,1,438345.0,6471.687729969292
16635,4,8,438388.0,3405.652786133406
16636,4,8,438388.0,3312.628682627256
16637,4,8,438388.0,3424.378662987955
16638,4,8,438388.0,3466.7058511952023
16639,4,8,438388.0,3302.6291297152948
16640,2,4,438478.0,636.1934758772879
16641,2,4,438534.0,617.1123649805345
16642,1,4,438650.0,343.1589683300864
16643,1,2,438725.0,10508.114795262532
16644,1,2,438725.0,10988.713107825877
16645,1,2,438725.0,3712.3818942334433
16646,1,2,438725.0,10280.583751952074
16647,1,2,438725.0,3883.0657270964302
16648,1,2,438725.0,11889.47257285512
16649,1,2,438725.0,3568.492640431629
16650,1,2,438725.0,2908.4749045720127
16651,1,2,438726.0,9341.030624267507
16652,1,2,438726.0,2687.6609000819576
16653,1,2,438726.0,7284.359706691012
16654,1,2,438726.0,10169.675675812108
16655,1,2,438726.0,11294.867978251688
16656,1,2,438726.0,2703.391313316205
16657,1,2,438726.0,4124.637152721834
16658,1,2,438726.0,3837.3227316801626
16659,1,2,438726.0,7221.099094715831
16660,1,2,438726.0,7179.367067190464
16661,1,2,438726.0,4059.794448496838
16662,1,2,438726.0,7147.62600439349
16663,1,2,438737.0,34982.49441341882
16664,1,2,438737.0,5532.24149331659
16665,1,2,438737.0,20859.183305103626
16666,1,2,438737.0,9273.903541107396
16667,1,2,438737.0,5579.780886176683
16668,1,2,438738.0,27712.90114552587
16669,1,2,438738.0,38590.620054646286
16670,1,2,438738.0,32.22614198270521
16671,1,2,438738.0,20189.530582622367
16672,1,2,438738.0,5363.3232066444325
16673,1,2,438738.0,29.92972012332488
16674,1,2,438738.0,10372.417165934234
16675,1,2,438738.0,53959.20815538182
16676,1,2,438738.0,32.45536768215005
16677,1,2,438738.0,21016.543912558805
16678,1,2,438738.0,29.599354899428366
16679,1,2,438738.0,5383.816323936273
16680,1,2,438738.0,7032.365393338884
16681,1,2,438738.0,8653.895047983064
16682,1,2,438738.0,14338.469197529006
16683,1,1,438755.0,60.4623140152702
16684,2,4,438880.0,62.04561601899926
16685,1,1,439049.0,60.30678390385564
16686,4,8,439147.0,389.90341442657876
16687,1,2,439188.0,11295.99335608809
16688,1,2,439188.0,16400.82979848182
16689,1,2,439188.0,21867.451626049176
16690,1,2,439188.0,9055.254353899274
16691,1,2,439188.0,11628.003052645437
16692,1,2,439188.0,11802.682307705267
16693,1,2,439188.0,8862.263652292178
16694,1,2,439188.0,11364.02033448568
16695,1,2,439188.0,11261.371997214823
16696,1,2,439188.0,3603.2283963124046
16697,1,2,439188.0,7677.483225431007
16698,1,2,439188.0,11324.24479193768
16699,1,2,439188.0,35986.49998861066
16700,1,2,439188.0,11263.232695157189
16701,1,2,439188.0,12406.01808914763
16702,1,2,439188.0,11360.463898404623
16703,1,2,439188.0,45770.952906199826
16704,1,2,439188.0,11910.023654128598
16705,1,2,439188.0,11530.059833897998
16706,1,2,439188.0,11598.343886105655
16707,1,1,439218.0,583.2167745538235
16708,1,2,439220.0,182793.23209921777
16709,4,8,439221.0,3774.181239221006
16710,1,2,439227.0,9073.980667421873
16711,1,2,439227.0,39018.20941656786
16712,1,2,439227.0,10033.387272624577
16713,1,2,439227.0,10744.087870451855
16714,1,2,439227.0,10616.891276846702
16715,1,4,439280.0,356.80560297465837
16716,8,32,439355.0,58.258820630118684
16717,1,2,439447.0,8570.644962364475
16718,1,2,439479.0,64102.588591293104
16719,1,2,439479.0,10058.135206405108
16720,1,2,439479.0,10694.084642660599
16721,1,2,439479.0,9790.338739542585
16722,1,2,439479.0,9787.869899215722
16723,1,2,439507.0,4775.3847986409155
16724,1,2,439507.0,3300.653378548117
16725,2,4,439573.0,3743.119220558755
16726,1,2,439605.0,366954.69783367694
16727,12,24,439651.0,60.1081565853909
16728,2,4,439652.0,57.27782089218203
16729,4,8,439682.0,2883.546790399999
16730,4,8,439682.0,2918.4672872204924
16731,4,8,439682.0,2998.364116876274
16732,4,8,439682.0,2897.8640110399606
16733,4,8,439682.0,2930.910105737622
16734,1,2,439691.0,2743.319668817191
16735,1,2,439692.0,5240.383737109896
16736,1,2,439692.0,25857.892372204566
16737,1,2,439692.0,14414.359661574881
16738,1,2,439692.0,2575.8641396261573
16739,1,2,439692.0,15967.485523307656
16740,1,2,439692.0,2603.4234874275467
16741,1,2,439692.0,8218.275337059602
16742,1,2,439692.0,8129.366939103629
16743,1,2,439692.0,5284.653968452679
16744,1,2,439692.0,26624.061250169718
16745,1,2,439692.0,2617.340944681496
16746,1,2,439692.0,7792.758998494677
16747,1,2,439692.0,2610.9704598794956
16748,1,2,439692.0,16468.607152429693
16749,4,8,439695.0,566.047775952365
16750,4,8,439698.0,563.2970011160552
16751,1,2,439700.0,9649.164984190254
16752,1,2,439700.0,6185.3379455478225
16753,4,8,439700.0,677.7847278892998
16754,1,2,439700.0,2658.15786579616
16755,1,2,439700.0,6142.89253660635
16756,1,2,439700.0,2570.8105302087374
16757,1,2,439700.0,2566.771155984812
16758,1,2,439700.0,6220.051547893375
16759,1,2,439737.0,4503.7380084423385
16760,1,2,439737.0,24885.272554238487
16761,1,2,439737.0,12485.688952803886
16762,1,2,439737.0,4614.526280575834
16763,1,2,439738.0,4756.626167682981
16764,1,2,439738.0,22599.66516907114
16765,1,2,439738.0,7942.449580350486
16766,1,2,439738.0,9489.42651191565
16767,1,2,439738.0,4367.310373930309
16768,1,2,439738.0,5862.6627643737
16769,1,2,439738.0,4578.069013410764
16770,1,2,439738.0,19535.317205182782
16771,1,2,439738.0,4893.413865548733
16772,1,2,439738.0,9544.594598279511
16773,1,2,439738.0,4304.372498145803
16774,1,2,439738.0,7628.881022426581
16775,1,2,439738.0,4428.340841012244
16776,1,2,439738.0,4318.338311166018
16777,1,1,439758.0,252.8626873717171
16778,4,8,439860.0,578.998742241878
16779,4,8,439862.0,570.5157459188811
16780,4,8,439865.0,589.8136332263589
16781,1,4,440132.0,2524.34184859929
16782,1,2,440198.0,21757.607337230183
16783,1,2,440198.0,15104.260298300569
16784,1,2,440198.0,2621.3247405534644
16785,1,2,440198.0,8518.586707282562
16786,12,24,440250.0,57.242677297334566
16787,1,1,440294.0,1398497.2454079853
16788,1,2,440309.0,6061.255985607729
16789,1,2,440440.0,7124.465843627608
16790,1,2,440440.0,2537.3897853174894
16791,1,2,440440.0,5231.816945529475
16792,1,2,440440.0,2583.1376683035705
16793,1,2,440440.0,2690.8558962541083
16794,1,2,440440.0,2619.839912090155
16795,1,2,440441.0,2573.1861297722685
16796,1,2,440441.0,5218.925391396373
16797,1,2,440441.0,2516.3825880597
16798,1,2,440441.0,2589.3752198187294
16799,1,2,440441.0,5577.955880453934
16800,1,2,440441.0,2564.469721885488
16801,1,2,440441.0,5897.678170337689
16802,1,2,440441.0,6503.386846545433
16803,1,2,440441.0,6297.062259989099
16804,1,2,440441.0,2535.14957611108
16805,1,2,440441.0,6897.910424494836
16806,1,2,440441.0,2738.2870964544495
16807,1,2,440441.0,2534.4046365961563
16808,1,2,440441.0,6600.242403706018
16809,1,2,440446.0,2779.5203666548264
16810,1,2,440446.0,7234.752055547569
16811,1,2,440446.0,2700.963084999644
16812,1,2,440446.0,14936.976209858894
16813,1,2,440446.0,4527.139262906153
16814,1,2,440446.0,7287.714167372165
16815,2,4,440538.0,2199.4003010795363
16816,1,2,440663.0,15708.52612609763
16817,1,2,440663.0,7112.172475242797
16818,1,2,440663.0,7096.50155738595
16819,1,2,440664.0,14769.13887140454
16820,1,2,440664.0,7020.523057722909
16821,1,2,440664.0,4407.884509188038
16822,1,2,440664.0,4363.777009725183
16823,1,2,440664.0,7940.447279016535
16824,1,2,440664.0,21854.78900626456
16825,1,2,440664.0,21804.71921924757
16826,1,2,440664.0,7454.583405681165
16827,1,2,440664.0,4345.398203097558
16828,1,2,440664.0,7150.099082963417
16829,1,2,440664.0,9234.136087096747
16830,1,2,440664.0,13398.229070627931
16831,1,1,440719.0,3414.092614416087
16832,2,4,440754.0,580.7172909715989
16833,1,2,440857.0,7105.011972069205
16834,1,2,440857.0,20976.195738628838
16835,1,2,440857.0,7991.559260726555
16836,1,2,440857.0,11553.897550346213
16837,1,2,440857.0,13179.957991683117
16838,1,2,440857.0,6898.138420751419
16839,1,2,440857.0,2465.953251170358
16840,1,2,440857.0,13296.087160665707
16841,1,2,440857.0,15522.508393305945
16842,1,2,440857.0,7142.579855459245
16843,1,2,440857.0,6989.253197856373
16844,32,64,440870.0,51801.937940640644
16845,32,64,440870.0,52543.91956271432
16846,32,64,440870.0,11725.233032935075
16847,32,64,440870.0,54990.18678333017
16848,32,64,440870.0,11412.28135328167
16849,2,4,440958.0,3022.463007533586
16850,1,1,441001.0,544.4099373911544
16851,1,1,441024.0,2489.3869711116563
16852,1,4,441024.0,2431.312665139048
16853,4,8,441061.0,1650.3662068296003
16854,2,8,441149.0,60.71960772554198
16855,4,8,441152.0,35838.368836508285
16856,4,8,441250.0,1443.6588749700122
16857,1,4,441347.0,356.1676382971865
16858,2,8,441451.0,59.1913747674603
16859,1,2,441620.0,169979.17213813122
16860,1,2,441744.0,2044.1559307890036
16861,1,1,441744.0,399.7885852792372
16862,1,1,441744.0,402.25718938412837
16863,2,8,441897.0,85483.96613437516
16864,1,4,441977.0,354.82566604849586
16865,1,1,442049.0,1358.9867570670929
16866,2,4,442053.0,6853.555283340734
16867,1,2,442081.0,262.9714760142757
16868,1,1,442092.0,154.50674205164606
16869,1,1,442101.0,99.6037089451479
16870,1,1,442176.0,368.7718695744938
16871,1,2,442194.0,5279.705535019276
16872,4,8,442231.0,114805.44398558665
16873,1,2,442463.0,345.71614910798587
16874,4,8,442565.0,10126.71614255696
16875,4,8,442565.0,9360.430661751732
16876,4,8,442565.0,9855.032336170765
16877,4,8,442565.0,9474.119195794718
16878,4,8,442565.0,9348.272083373273
16879,1,1,442647.0,84353.95405501078
16880,1,2,442693.0,17155.948750582742
16881,2,4,442724.0,22514.306753443256
16882,1,1,442799.0,356.5891275034504
16883,8,32,442804.0,158.60810583344747
16884,1,1,442842.0,598.0350457620614
16885,1,2,442867.0,5825.2841531348495
16886,1,2,442867.0,28694.62825171441
16887,1,2,442867.0,3530.0970546531953
16888,1,2,442867.0,24350.238832200015
16889,4,8,442951.0,121783.06036024485
