vmid,cpu,mem,at,lt,ltpred
27406,1,2,621433.0,20764.0,20764.0
27407,1,4,621449.0,60.0,60.0
27408,1,1,621565.0,63.0,63.0
27409,1,4,621568.0,205.0,205.0
27410,4,8,621569.0,158.0,158.0
27411,1,4,621570.0,518.0,518.0
27412,1,4,621571.0,517.0,517.0
27413,1,1,621618.0,151.0,151.0
27414,1,2,621623.0,30475.0,30475.0
27415,1,2,621623.0,10133.0,10133.0
27416,1,2,621624.0,6172.0,6172.0
27417,1,2,621746.0,1929.0,1929.0
27418,1,1,621746.0,385.0,385.0
27419,1,1,621746.0,386.0,386.0
27420,1,4,621747.0,60.0,60.0
27421,1,4,621748.0,41.0,41.0
27422,1,4,621799.0,32.0,32.0
27423,1,4,621842.0,176.0,176.0
27424,1,1,621849.0,61.0,61.0
27425,1,1,621892.0,205.0,205.0
27426,1,2,621918.0,2470.0,2470.0
27427,1,2,621918.0,2469.0,2469.0
27428,1,2,621918.0,2463.0,2463.0
27429,1,2,621919.0,2472.0,2472.0
27430,1,2,621919.0,20277.0,20277.0
27431,1,2,621919.0,2465.0,2465.0
27432,1,2,621919.0,2473.0,2473.0
27433,1,2,621919.0,2465.0,2465.0
27434,1,2,621919.0,2464.0,2464.0
27435,1,2,621919.0,2461.0,2461.0
27436,1,2,621919.0,27137.0,27137.0
27437,1,2,621919.0,2467.0,2467.0
27438,1,2,621919.0,4076.0,4076.0
27439,1,2,621919.0,2467.0,2467.0
27440,1,2,621919.0,2465.0,2465.0
27441,1,2,621919.0,2466.0,2466.0
27442,1,2,621919.0,2463.0,2463.0
27443,1,2,621920.0,2469.0,2469.0
27444,1,4,621949.0,68.0,68.0
27445,1,4,622082.0,638.0,638.0
27446,1,1,622085.0,60.0,60.0
27447,1,4,622138.0,582.0,582.0
27448,1,1,622138.0,214.0,214.0
27449,1,1,622166.0,341.0,341.0
27450,4,8,622191.0,1399.0,1399.0
27451,4,8,622328.0,1180.0,1180.0
27452,1,1,622457.0,60.0,60.0
27453,1,2,622458.0,342.0,342.0
27454,1,4,622485.0,58.0,58.0
27455,1,2,622500.0,22396.0,22396.0
27456,1,2,622500.0,24555.0,24555.0
27457,1,2,622500.0,9257.0,9257.0
27458,1,2,622500.0,14656.0,14656.0
27459,1,2,622500.0,9257.0,9257.0
27460,1,2,622500.0,22397.0,22397.0
27461,1,1,622501.0,196.0,196.0
27462,1,1,622695.0,60.0,60.0
27463,1,1,622759.0,191.0,191.0
27464,1,1,622796.0,350.0,350.0
27465,1,2,622805.0,2830.0,2830.0
27466,1,2,622805.0,5530.0,5530.0
27467,1,2,622805.0,3193.0,3193.0
27468,1,2,622805.0,5531.0,5531.0
27469,1,2,622805.0,3192.0,3192.0
27470,1,2,622805.0,2649.0,2649.0
27471,1,2,622805.0,5532.0,5532.0
27472,1,2,622805.0,2831.0,2831.0
27473,1,2,622805.0,9135.0,9135.0
27474,1,2,622805.0,14352.0,14352.0
27475,1,2,622805.0,14351.0,14351.0
27476,1,2,622808.0,37212.0,37212.0
27477,4,16,622813.0,199.0,199.0
27478,1,2,622813.0,19213.0,19213.0
27479,1,2,622813.0,20473.0,20473.0
27480,1,2,622813.0,15963.0,15963.0
27481,1,2,622813.0,19756.0,19756.0
27482,1,2,622813.0,20130.0,20130.0
27483,1,2,622814.0,18663.0,18663.0
27484,4,16,622816.0,503.0,503.0
27485,4,16,622816.0,503.0,503.0
27486,1,1,622858.0,575.0,575.0
27487,1,1,622980.0,3076.0,3076.0
27488,4,16,622989.0,39.0,39.0
27489,4,16,623038.0,32.0,32.0
27490,1,1,623045.0,59.0,59.0
27491,1,2,623076.0,350.0,350.0
27492,4,16,623079.0,173.0,173.0
27493,1,1,623084.0,212.0,212.0
27494,1,2,623091.0,32460.0,32460.0
27495,1,2,623091.0,11743.0,11743.0
27496,1,2,623094.0,38004.0,38004.0
27497,1,2,623094.0,34406.0,34406.0
27498,4,16,623184.0,66.0,66.0
27499,1,2,623232.0,10336.0,10336.0
27500,4,8,623248.0,59.0,59.0
27501,1,1,623300.0,60.0,60.0
27502,4,16,623313.0,626.0,626.0
27503,1,1,623338.0,209.0,209.0
27504,4,16,623366.0,572.0,572.0
27505,1,2,623369.0,15057.0,15057.0
27506,1,2,623369.0,21366.0,21366.0
27507,1,2,623369.0,20478.0,20478.0
27508,1,2,623369.0,16316.0,16316.0
27509,1,2,623369.0,16500.0,16500.0
27510,1,2,623369.0,11114.0,11114.0
27511,1,2,623369.0,10911.0,10911.0
27512,1,2,623369.0,11110.0,11110.0
27513,1,2,623370.0,36650.0,36650.0
27514,1,2,623371.0,34486.0,34486.0
27515,1,2,623371.0,20631.0,20631.0
27516,1,2,623371.0,20990.0,20990.0
27517,1,2,623371.0,32328.0,32328.0
27518,1,2,623375.0,18289.0,18289.0
27519,1,2,623375.0,20117.0,20117.0
27520,1,2,623375.0,19905.0,19905.0
27521,1,2,623377.0,23147.0,23147.0
27522,1,2,623377.0,2628.0,2628.0
27523,1,2,623377.0,11799.0,11799.0
27524,1,2,623377.0,4240.0,4240.0
27525,1,2,623378.0,18287.0,18287.0
27526,1,2,623378.0,18830.0,18830.0
27527,1,2,623641.0,11539.0,11539.0
27528,1,2,623642.0,11723.0,11723.0
27529,1,2,623642.0,14786.0,14786.0
27530,1,2,623642.0,15321.0,15321.0
27531,1,2,623642.0,17480.0,17480.0
27532,1,2,623642.0,15322.0,15322.0
27533,1,2,623642.0,11537.0,11537.0
27534,1,2,623642.0,11184.0,11184.0
27535,1,2,623642.0,20206.0,20206.0
27536,1,1,623647.0,155.0,155.0
27537,1,2,623650.0,2356.0,2356.0
27538,1,2,623650.0,19834.0,19834.0
27539,1,2,623650.0,25568.0,25568.0
27540,1,2,623650.0,17111.0,17111.0
27541,1,2,623651.0,2355.0,2355.0
27542,1,1,623657.0,784423.0,784423.0
27543,1,2,623666.0,13676.0,13676.0
27544,1,2,623666.0,14569.0,14569.0
27545,1,2,623666.0,4491.0,4491.0
27546,1,2,623666.0,13680.0,13680.0
27547,1,2,623667.0,4489.0,4489.0
27548,1,2,623667.0,14389.0,14389.0
27549,1,1,623682.0,212.0,212.0
27550,4,16,623711.0,55.0,55.0
27551,1,1,623734.0,2477.0,2477.0
27552,1,1,623878.0,61.0,61.0
27553,1,2,623918.0,14504.0,14504.0
27554,1,2,623918.0,26740.0,26740.0
27555,1,2,623918.0,5142.0,5142.0
27556,1,2,623918.0,19568.0,19568.0
27557,1,2,623918.0,19357.0,19357.0
27558,1,2,623918.0,10360.0,10360.0
27559,1,2,623918.0,17748.0,17748.0
27560,1,2,623919.0,14145.0,14145.0
27561,1,2,623934.0,2602.0,2602.0
27562,1,2,623934.0,19175.0,19175.0
27563,1,2,623934.0,25153.0,25153.0
27564,1,2,623934.0,9274.0,9274.0
27565,1,1,623939.0,210.0,210.0
27566,1,1,623976.0,59.0,59.0
27567,64,128,623988.0,40391.0,40391.0
27568,8,16,624156.0,59.0,59.0
27569,1,2,624215.0,3951.0,3951.0
27570,1,1,624230.0,38.0,38.0
27571,1,2,624254.0,28433.0,28433.0
27572,1,2,624254.0,28433.0,28433.0
27573,1,1,624255.0,60.0,60.0
27574,1,1,624301.0,194.0,194.0
27575,1,2,624453.0,59.0,59.0
27576,1,1,624489.0,57.0,57.0
27577,1,2,624537.0,25584.0,25584.0
27578,1,2,624537.0,18953.0,18953.0
27579,1,1,624558.0,192.0,192.0
27580,1,1,624561.0,39712.0,39712.0
27581,1,2,624569.0,75408.0,75408.0
27582,1,2,624569.0,77223.0,77223.0
27583,1,2,624569.0,82618.0,82618.0
27584,1,1,624625.0,2402.0,2402.0
27585,1,2,624848.0,9638.0,9638.0
27586,1,2,624849.0,3668.0,3668.0
27587,1,2,624850.0,22750.0,22750.0
27588,1,2,624850.0,32650.0,32650.0
27589,1,1,624910.0,58.0,58.0
27590,1,1,624938.0,343.0,343.0
27591,1,1,624945.0,212.0,212.0
27592,4,8,625173.0,156.0,156.0
27593,1,1,625192.0,58.0,58.0
27594,1,2,625209.0,3851.0,3851.0
27595,1,2,625219.0,34457.0,34457.0
27596,1,2,625219.0,17355.0,17355.0
27597,1,2,625219.0,18269.0,18269.0
27598,1,2,625219.0,18272.0,18272.0
27599,1,2,625219.0,24547.0,24547.0
27600,1,2,625219.0,11945.0,11945.0
27601,1,2,625219.0,18064.0,18064.0
27602,1,2,625219.0,18060.0,18060.0
27603,1,2,625219.0,24545.0,24545.0
27604,1,2,625220.0,18063.0,18063.0
27605,1,2,625220.0,33014.0,33014.0
27606,1,2,625220.0,24355.0,24355.0
27607,1,2,625220.0,18271.0,18271.0
27608,1,2,625220.0,18625.0,18625.0
27609,1,2,625220.0,27954.0,27954.0
27610,1,2,625228.0,31368.0,31368.0
27611,1,2,625228.0,55669.0,55669.0
27612,1,2,625228.0,26516.0,26516.0
27613,1,2,625228.0,22009.0,22009.0
27614,1,2,625262.0,24138.0,24138.0
27615,1,1,625276.0,193.0,193.0
27616,1,2,625404.0,16973.0,16973.0
27617,1,2,625404.0,19870.0,19870.0
27618,1,2,625404.0,17873.0,17873.0
27619,1,2,625404.0,28675.0,28675.0
27620,1,2,625404.0,17877.0,17877.0
27621,1,2,625404.0,17539.0,17539.0
27622,1,2,625404.0,17881.0,17881.0
27623,1,2,625405.0,24174.0,24174.0
27624,1,2,625405.0,17882.0,17882.0
27625,1,2,625405.0,16974.0,16974.0
27626,1,2,625405.0,16261.0,16261.0
27627,1,2,625405.0,24360.0,24360.0
27628,1,2,625405.0,17535.0,17535.0
27629,1,2,625405.0,5812.0,5812.0
27630,1,2,625405.0,17534.0,17534.0
27631,1,2,625405.0,15187.0,15187.0
27632,1,2,625405.0,5450.0,5450.0
27633,1,2,625415.0,31180.0,31180.0
27634,1,2,625415.0,23639.0,23639.0
27635,1,2,625415.0,33880.0,33880.0
27636,1,2,625415.0,25421.0,25421.0
27637,1,1,625489.0,60.0,60.0
27638,1,1,625525.0,170.0,170.0
27639,1,1,625568.0,353.0,353.0
27640,32,64,625722.0,993768.0,993768.0
27641,32,64,625722.0,993958.0,993958.0
27642,32,64,625722.0,992379.0,992379.0
27643,1,1,625729.0,63.0,63.0
27644,1,2,625742.0,9076.0,9076.0
27645,1,2,625743.0,14494.0,14494.0
27646,1,2,625743.0,9081.0,9081.0
27647,1,2,625743.0,14836.0,14836.0
27648,1,2,625743.0,21723.0,21723.0
27649,1,2,625743.0,9616.0,9616.0
27650,1,2,625743.0,18627.0,18627.0
27651,1,2,625743.0,8721.0,8721.0
27652,1,2,625743.0,21336.0,21336.0
27653,1,2,625743.0,13937.0,13937.0
27654,1,2,625743.0,15923.0,15923.0
27655,1,2,625743.0,29232.0,29232.0
27656,1,2,625743.0,9077.0,9077.0
27657,1,2,625743.0,12678.0,12678.0
27658,1,2,625743.0,24375.0,24375.0
27659,1,2,625744.0,13034.0,13034.0
27660,1,2,625744.0,6385.0,6385.0
27661,1,2,625744.0,23840.0,23840.0
27662,1,2,625744.0,8725.0,8725.0
27663,1,2,625744.0,9620.0,9620.0
27664,1,2,625744.0,8739.0,8739.0
27665,1,2,625744.0,9620.0,9620.0
27666,1,2,625744.0,13583.0,13583.0
27667,1,2,625744.0,2418.0,2418.0
27668,1,2,625744.0,8726.0,8726.0
27669,1,2,625744.0,15018.0,15018.0
27670,1,2,625753.0,24367.0,24367.0
27671,1,2,625753.0,23108.0,23108.0
27672,1,2,625753.0,17189.0,17189.0
27673,1,2,625753.0,16822.0,16822.0
27674,1,2,625753.0,33382.0,33382.0
27675,1,2,625753.0,23110.0,23110.0
27676,1,2,625753.0,17525.0,17525.0
27677,1,2,625753.0,16817.0,16817.0
27678,1,2,625753.0,17529.0,17529.0
27679,1,2,625754.0,33017.0,33017.0
27680,1,2,625764.0,26332.0,26332.0
27681,1,2,625764.0,33721.0,33721.0
27682,1,2,625764.0,30832.0,30832.0
27683,1,2,625764.0,30832.0,30832.0
27684,1,2,625764.0,30153.0,30153.0
27685,1,2,625764.0,33175.0,33175.0
27686,1,2,625764.0,25075.0,25075.0
27687,1,2,625764.0,40013.0,40013.0
27688,1,2,625765.0,38224.0,38224.0
27689,1,1,625767.0,343.0,343.0
27690,1,1,625778.0,174.0,174.0
27691,1,2,625838.0,17170.0,17170.0
27692,2,8,625840.0,17171.0,17171.0
27693,1,2,625952.0,57.0,57.0
27694,1,1,626085.0,66.0,66.0
27695,1,2,626092.0,8723.0,8723.0
27696,1,2,626092.0,14146.0,14146.0
27697,1,2,626092.0,16477.0,16477.0
27698,1,2,626092.0,27988.0,27988.0
27699,1,2,626092.0,3867.0,3867.0
27700,1,2,626092.0,14500.0,14500.0
27701,1,2,626092.0,8730.0,8730.0
27702,1,2,626092.0,24025.0,24025.0
27703,1,2,626092.0,16845.0,16845.0
27704,1,2,626092.0,8728.0,8728.0
27705,1,2,626092.0,22225.0,22225.0
27706,1,2,626092.0,29783.0,29783.0
27707,1,2,626092.0,8184.0,8184.0
27708,1,2,626092.0,16846.0,16846.0
27709,1,2,626092.0,14493.0,14493.0
27710,1,2,626092.0,12330.0,12330.0
27711,1,2,626093.0,16844.0,16844.0
27712,1,2,626093.0,9267.0,9267.0
27713,1,2,626093.0,15930.0,15930.0
27714,1,2,626093.0,15025.0,15025.0
27715,1,2,626094.0,4242.0,4242.0
27716,1,2,626098.0,17906.0,17906.0
27717,1,2,626098.0,27804.0,27804.0
27718,1,2,626098.0,28518.0,28518.0
27719,1,2,626098.0,24197.0,24197.0
27720,1,2,626098.0,22403.0,22403.0
27721,1,2,626098.0,29602.0,29602.0
27722,1,2,626098.0,17737.0,17737.0
27723,2,4,626099.0,631.0,631.0
27724,1,2,626111.0,25292.0,25292.0
27725,1,2,626111.0,25084.0,25084.0
27726,1,2,626111.0,24727.0,24727.0
27727,1,2,626111.0,49026.0,49026.0
27728,1,2,626112.0,30133.0,30133.0
27729,1,2,626112.0,30135.0,30135.0
27730,1,2,626112.0,29807.0,29807.0
27731,1,1,626121.0,175.0,175.0
27732,1,2,626132.0,4363.0,4363.0
27733,1,2,626132.0,4366.0,4366.0
27734,1,2,626132.0,4368.0,4368.0
27735,1,2,626132.0,4366.0,4366.0
27736,1,2,626132.0,11565.0,11565.0
27737,1,2,626133.0,4366.0,4366.0
27738,1,1,626167.0,674411.0,674411.0
27739,1,2,626217.0,545.0,545.0
27740,1,2,626225.0,536.0,536.0
27741,4,8,626273.0,507.0,507.0
27742,4,8,626273.0,508.0,508.0
27743,4,8,626273.0,508.0,508.0
27744,4,8,626273.0,506.0,506.0
27745,4,8,626273.0,509.0,509.0
27746,4,8,626273.0,506.0,506.0
27747,4,8,626273.0,506.0,506.0
27748,1,2,626284.0,9075.0,9075.0
27749,1,2,626288.0,27615.0,27615.0
27750,1,2,626288.0,17547.0,17547.0
27751,1,2,626288.0,30129.0,30129.0
27752,1,2,626288.0,20233.0,20233.0
27753,1,2,626288.0,21128.0,21128.0
27754,1,2,626288.0,24729.0,24729.0
27755,1,2,626288.0,29771.0,29771.0
27756,1,2,626289.0,17713.0,17713.0
27757,1,2,626301.0,24896.0,24896.0
27758,1,2,626301.0,29944.0,29944.0
27759,1,2,626301.0,35695.0,35695.0
27760,1,2,626320.0,11019.0,11019.0
27761,1,2,626320.0,2735.0,2735.0
27762,1,2,626320.0,11736.0,11736.0
27763,1,1,626321.0,61.0,61.0
27764,1,1,626359.0,190.0,190.0
27765,1,1,626396.0,351.0,351.0
27766,1,1,626458.0,572.0,572.0
27767,1,2,626467.0,27799.0,27799.0
27768,1,2,626467.0,8890.0,8890.0
27769,1,2,626467.0,18267.0,18267.0
27770,1,2,626471.0,20050.0,20050.0
27771,1,2,626471.0,29228.0,29228.0
27772,1,2,626471.0,17889.0,17889.0
27773,1,2,626471.0,21126.0,21126.0
27774,1,2,626471.0,17363.0,17363.0
27775,1,2,626471.0,29587.0,29587.0
27776,1,2,626471.0,21126.0,21126.0
27777,1,2,626471.0,33550.0,33550.0
27778,1,2,626471.0,116896.0,116896.0
27779,1,2,626472.0,22028.0,22028.0
27780,1,2,626478.0,12304.0,12304.0
27781,1,2,626479.0,31755.0,31755.0
27782,1,2,626479.0,10496.0,10496.0
27783,1,2,626479.0,23648.0,23648.0
27784,1,2,626479.0,23643.0,23643.0
27785,1,2,626479.0,22739.0,22739.0
27786,1,2,626479.0,31756.0,31756.0
27787,1,2,626479.0,24001.0,24001.0
27788,1,2,626479.0,33896.0,33896.0
27789,1,2,626480.0,16464.0,16464.0
27790,8,16,626551.0,62.0,62.0
27791,1,1,626589.0,1871.0,1871.0
27792,1,2,626616.0,512006.0,512006.0
27793,2,8,626616.0,511986.0,511986.0
27794,1,2,626619.0,511980.0,511980.0
27795,1,1,626638.0,1820.0,1820.0
27796,1,1,626661.0,61.0,61.0
27797,1,1,626687.0,211.0,211.0
27798,1,1,626812.0,1646.0,1646.0
27799,1,2,626829.0,7997.0,7997.0
27800,1,2,626829.0,17015.0,17015.0
27801,1,2,626829.0,15195.0,15195.0
27802,1,2,626829.0,26530.0,26530.0
27803,1,2,626829.0,17013.0,17013.0
27804,1,2,626829.0,16457.0,16457.0
27805,1,2,626829.0,16116.0,16116.0
27806,1,2,626829.0,22940.0,22940.0
27807,1,2,626851.0,2747.0,2747.0
27808,2,8,626853.0,59.0,59.0
27809,1,1,626910.0,1546.0,1546.0
27810,1,1,626942.0,206.0,206.0
27811,1,1,626967.0,54.0,54.0
27812,1,2,627031.0,22545.0,22545.0
27813,1,2,627031.0,24027.0,24027.0
27814,1,2,627031.0,32856.0,32856.0
27815,1,2,627031.0,22736.0,22736.0
27816,1,2,627031.0,15912.0,15912.0
27817,1,2,627031.0,22188.0,22188.0
27818,1,2,627032.0,21831.0,21831.0
27819,1,2,627032.0,16460.0,16460.0
27820,1,2,627032.0,16458.0,16458.0
27821,1,2,627032.0,7437.0,7437.0
27822,1,2,627032.0,22738.0,22738.0
27823,1,2,627032.0,14445.0,14445.0
27824,1,2,627032.0,15910.0,15910.0
27825,1,2,627032.0,15910.0,15910.0
27826,1,2,627032.0,23093.0,23093.0
27827,1,2,627032.0,21828.0,21828.0
27828,1,2,627032.0,16247.0,16247.0
27829,1,2,627032.0,14454.0,14454.0
27830,1,2,627032.0,23087.0,23087.0
27831,1,2,627032.0,22734.0,22734.0
27832,1,2,627053.0,4343.0,4343.0
27833,1,2,627063.0,21432.0,21432.0
27834,1,2,627063.0,19633.0,19633.0
27835,2,8,627150.0,58.0,58.0
27836,1,1,627171.0,681297.0,681297.0
27837,1,1,627204.0,17375.0,17375.0
27838,1,1,627205.0,177171.0,177171.0
27839,1,1,627207.0,676426.0,676426.0
27840,1,1,627214.0,677528.0,677528.0
27841,1,1,627223.0,676104.0,676104.0
27842,1,1,627226.0,431575.0,431575.0
27843,1,2,627236.0,27021.0,27021.0
27844,1,1,627245.0,93910.0,93910.0
27845,1,1,627253.0,163572.0,163572.0
27846,1,1,627262.0,66.0,66.0
27847,1,2,627276.0,14019.0,14019.0
27848,1,2,627276.0,21580.0,21580.0
27849,1,2,627276.0,19065.0,19065.0
27850,1,2,627276.0,21221.0,21221.0
27851,1,2,627276.0,14922.0,14922.0
27852,1,2,627276.0,14380.0,14380.0
27853,1,2,627276.0,18164.0,18164.0
27854,1,2,627276.0,14919.0,14919.0
27855,1,2,627276.0,14569.0,14569.0
27856,1,2,627276.0,22480.0,22480.0
27857,1,2,627276.0,21785.0,21785.0
27858,1,2,627276.0,14381.0,14381.0
27859,1,2,627276.0,22662.0,22662.0
27860,1,2,627276.0,19064.0,19064.0
27861,1,2,627276.0,19422.0,19422.0
27862,1,2,627276.0,14570.0,14570.0
27863,1,2,627276.0,14568.0,14568.0
27864,1,2,627277.0,14569.0,14569.0
27865,1,2,627277.0,14920.0,14920.0
27866,1,2,627277.0,18162.0,18162.0
27867,1,1,627283.0,213.0,213.0
27868,1,1,627298.0,615892.0,615892.0
27869,1,1,627312.0,184251.0,184251.0
27870,1,1,627336.0,2434.0,2434.0
27871,1,1,627344.0,351197.0,351197.0
27872,1,2,627347.0,5422.0,5422.0
27873,2,8,627350.0,5422.0,5422.0
27874,1,2,627350.0,5430.0,5430.0
27875,4,16,627449.0,58.0,58.0
27876,1,2,627458.0,22124.0,22124.0
27877,1,2,627458.0,23019.0,23019.0
27878,1,1,627467.0,61.0,61.0
27879,1,2,627498.0,2639.0,2639.0
27880,1,2,627498.0,2997.0,2997.0
27881,1,2,627499.0,3355.0,3355.0
27882,1,1,627519.0,234.0,234.0
27883,1,1,627606.0,791.0,791.0
27884,1,1,627607.0,790.0,790.0
27885,1,1,627674.0,139.0,139.0
27886,1,2,627682.0,14889.0,14889.0
27887,1,2,627682.0,32206.0,32206.0
27888,1,2,627682.0,3896.0,3896.0
27889,1,2,627682.0,21538.0,21538.0
27890,1,2,627682.0,14696.0,14696.0
27891,1,2,627682.0,15265.0,15265.0
27892,1,2,627682.0,14890.0,14890.0
27893,1,2,627682.0,14694.0,14694.0
27894,1,2,627682.0,15606.0,15606.0
27895,1,2,627682.0,21899.0,21899.0
27896,1,2,627682.0,9834.0,9834.0
27897,1,2,627682.0,22977.0,22977.0
27898,1,2,627682.0,3896.0,3896.0
27899,1,2,627682.0,15599.0,15599.0
27900,1,2,627682.0,14693.0,14693.0
27901,1,2,627682.0,15259.0,15259.0
27902,1,2,627683.0,15810.0,15810.0
27903,1,2,627691.0,18836.0,18836.0
27904,1,2,627726.0,3669.0,3669.0
27905,1,2,627726.0,3670.0,3670.0
27906,1,1,627846.0,62.0,62.0
27907,1,1,627848.0,701.0,701.0
27908,1,2,627899.0,15384.0,15384.0
27909,1,2,627899.0,3679.0,3679.0
27910,1,2,627899.0,15047.0,15047.0
27911,1,2,627899.0,15381.0,15381.0
27912,1,2,627899.0,6926.0,6926.0
27913,1,2,627899.0,14126.0,14126.0
27914,1,2,627899.0,9077.0,9077.0
27915,1,2,627899.0,15385.0,15385.0
27916,1,2,627899.0,14476.0,14476.0
27917,1,2,627899.0,15390.0,15390.0
27918,1,2,627899.0,15945.0,15945.0
27919,1,2,627899.0,21679.0,21679.0
27920,1,2,627899.0,22581.0,22581.0
27921,1,2,627899.0,14479.0,14479.0
27922,1,2,627900.0,6570.0,6570.0
27923,1,2,627900.0,2956.0,2956.0
27924,1,2,627900.0,15588.0,15588.0
27925,1,2,627900.0,21682.0,21682.0
27926,1,1,627900.0,195.0,195.0
27927,1,1,628054.0,1156.0,1156.0
27928,1,1,628074.0,61.0,61.0
27929,1,1,628075.0,676118.0,676118.0
27930,8,16,628102.0,92387.0,92387.0
27931,1,1,628117.0,171.0,171.0
27932,1,2,628119.0,7226.0,7226.0
27933,4,8,628132.0,1555.0,1555.0
27934,4,8,628132.0,65650.0,65650.0
27935,4,8,628180.0,8238.0,8238.0
27936,1,1,628198.0,85361.0,85361.0
27937,1,1,628198.0,85359.0,85359.0
27938,1,1,628198.0,85360.0,85360.0
27939,1,1,628198.0,85359.0,85359.0
27940,1,1,628198.0,85360.0,85360.0
27941,1,1,628198.0,85360.0,85360.0
27942,1,1,628198.0,85357.0,85357.0
27943,1,1,628198.0,85362.0,85362.0
27944,1,1,628198.0,85360.0,85360.0
27945,1,1,628198.0,85361.0,85361.0
27946,1,1,628299.0,1729.0,1729.0
27947,1,1,628366.0,2359.0,2359.0
27948,1,1,628372.0,672205.0,672205.0
27949,1,1,628418.0,1531.0,1531.0
27950,1,1,628486.0,62.0,62.0
27951,2,4,628489.0,1108.0,1108.0
27952,4,8,628519.0,4282.0,4282.0
27953,1,1,628542.0,215.0,215.0
27954,1,2,628550.0,14396.0,14396.0
27955,1,2,628550.0,22110.0,22110.0
27956,1,2,628550.0,8426.0,8426.0
27957,1,2,628550.0,7706.0,7706.0
27958,1,2,628551.0,14726.0,14726.0
27959,1,2,628551.0,14937.0,14937.0
27960,1,2,628551.0,13830.0,13830.0
27961,1,2,628551.0,5727.0,5727.0
27962,1,2,628551.0,2680.0,2680.0
27963,1,2,628551.0,21030.0,21030.0
27964,1,2,628551.0,13828.0,13828.0
27965,1,2,628551.0,3025.0,3025.0
27966,1,2,628551.0,14023.0,14023.0
27967,1,2,628551.0,14939.0,14939.0
27968,1,2,628551.0,14394.0,14394.0
27969,1,2,628551.0,5728.0,5728.0
27970,1,2,628551.0,14725.0,14725.0
27971,1,2,628551.0,14938.0,14938.0
27972,1,2,628551.0,14393.0,14393.0
27973,1,2,628551.0,14020.0,14020.0
27974,1,2,628598.0,8560.0,8560.0
27975,1,2,628598.0,3338.0,3338.0
27976,1,1,628647.0,680730.0,680730.0
27977,2,8,628724.0,509878.0,509878.0
27978,1,2,628724.0,509875.0,509875.0
27979,1,2,628727.0,509870.0,509870.0
27980,1,2,628728.0,509894.0,509894.0
27981,1,2,628728.0,509894.0,509894.0
27982,2,8,628728.0,509875.0,509875.0
27983,1,1,628765.0,63.0,63.0
27984,1,2,628772.0,5710.0,5710.0
27985,1,2,628772.0,5707.0,5707.0
27986,1,2,628772.0,11094.0,11094.0
27987,1,2,628772.0,10006.0,10006.0
27988,1,2,628772.0,6590.0,6590.0
27989,1,2,628772.0,11819.0,11819.0
27990,1,2,628772.0,5698.0,5698.0
27991,1,2,628773.0,11467.0,11467.0
27992,1,1,628816.0,194.0,194.0
27993,2,4,628827.0,3675.0,3675.0
27994,1,2,628947.0,1949.0,1949.0
27995,1,2,628947.0,386.0,386.0
27996,1,2,628947.0,386.0,386.0
27997,1,1,628950.0,74070.0,74070.0
27998,1,1,628950.0,74061.0,74061.0
27999,1,1,628967.0,6239.0,6239.0
28000,1,2,628982.0,28516.0,28516.0
28001,1,2,628982.0,27436.0,27436.0
28002,1,2,628982.0,29234.0,29234.0
28003,1,2,628982.0,114387.0,114387.0
28004,1,2,628982.0,15017.0,15017.0
28005,1,2,628982.0,18616.0,18616.0
28006,1,1,628983.0,2877.0,2877.0
28007,4,8,629005.0,508.0,508.0
28008,1,2,629047.0,69130.0,69130.0
28009,1,1,629047.0,58.0,58.0
28010,1,2,629047.0,78138.0,78138.0
28011,1,2,629179.0,14276.0,14276.0
28012,1,2,629179.0,7979.0,7979.0
28013,1,2,629179.0,8159.0,8159.0
28014,1,2,629185.0,5290.0,5290.0
28015,1,2,629185.0,10146.0,10146.0
28016,1,2,629185.0,2943.0,2943.0
28017,1,2,629185.0,5642.0,5642.0
28018,1,2,629185.0,5293.0,5293.0
28019,1,2,629185.0,6532.0,6532.0
28020,1,2,629185.0,10498.0,10498.0
28021,1,2,629185.0,5992.0,5992.0
28022,1,2,629185.0,5100.0,5100.0
28023,1,2,629185.0,14662.0,14662.0
28024,1,2,629186.0,5096.0,5096.0
28025,1,2,629186.0,5650.0,5650.0
28026,1,2,629186.0,5098.0,5098.0
28027,1,1,629243.0,8268.0,8268.0
28028,1,4,629246.0,58.0,58.0
28029,1,1,629310.0,319.0,319.0
28030,4,8,629369.0,1413.0,1413.0
28031,1,2,629378.0,4001.0,4001.0
28032,1,1,629384.0,215.0,215.0
28033,1,2,629385.0,5444.0,5444.0
28034,1,2,629385.0,5099.0,5099.0
28035,1,1,629418.0,192.0,192.0
28036,4,8,629517.0,1179.0,1179.0
28037,1,2,629590.0,4879.0,4879.0
28038,1,2,629591.0,2887.0,2887.0
28039,2,4,629652.0,8307.0,8307.0
28040,1,2,629671.0,344.0,344.0
28041,1,1,629690.0,59.0,59.0
28042,1,1,629716.0,2816.0,2816.0
28043,1,1,629726.0,182.0,182.0
28044,1,1,629806.0,60.0,60.0
28045,32,64,629814.0,1158698.0,1158698.0
28046,32,64,629814.0,987390.0,987390.0
28047,4,8,629825.0,493.0,493.0
28048,4,8,629826.0,489.0,489.0
28049,4,8,629828.0,486.0,486.0
28050,1,2,629833.0,3736.0,3736.0
28051,1,2,629833.0,16693.0,16693.0
